customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Refined_Segment,loyalty_tier,support_ticket_count,city_tier,age_group,acquisition_channel
CUST01826,118,5,3208.37,2,4,4,04_Needs Nurturing,Silver,0,Tier 1,18-24,Referral
CUST01827,21,4,1887.82,4,3,2,03_Promising,Silver,0,Tier 2,18-24,Referral
CUST01828,183,3,1876.83,2,2,2,06_At-Risk (Dormant),None,0,Tier 1,35-44,Instagram
CUST01829,162,7,4605.35,2,5,4,04_Needs Nurturing,Gold,1,Tier 2,18-24,Instagram
CUST01830,88,4,2433.02,3,3,3,02_Loyal & Engaged,None,1,Tier 1,25-34,Instagram
CUST01831,6,3,2174.13,5,2,3,03_Promising,None,1,Tier 1,18-24,Organic
CUST01832,156,5,5038.610000000001,2,4,5,04_Needs Nurturing,None,1,Tier 2,25-34,Influencer
CUST01833,12,8,5277.49,5,5,5,01_Champions,Gold,0,Tier 1,35-44,Organic
CUST01834,6,3,2057.24,5,2,2,03_Promising,Gold,0,Tier 1,25-34,Influencer
CUST01835,193,1,710.25,2,1,1,06_At-Risk (Dormant),Silver,0,Tier 1,35-44,Instagram
CUST01836,186,6,3567.04,2,4,4,04_Needs Nurturing,None,1,Tier 2,25-34,Google Search
CUST01837,137,1,441.28,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Instagram
CUST01838,125,2,775.96,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Marketplace
CUST01839,7,5,2904.01,5,4,3,03_Promising,Platinum,0,Tier 1,35-44,Referral
CUST01840,9,4,2778.5,5,3,3,03_Promising,Platinum,0,Tier 2,25-34,Influencer
CUST01841,10,7,5325.389999999999,5,5,5,01_Champions,Silver,1,Tier 1,18-24,Marketplace
CUST01842,222,1,1332.91,1,1,2,06_At-Risk (Dormant),None,0,Tier 1,45+,Google Search
CUST01843,41,3,3230.01,4,2,4,03_Promising,None,0,Tier 1,25-34,Marketplace
CUST01844,21,8,5250.11,4,5,5,01_Champions,Silver,1,Tier 1,25-34,Organic
CUST01845,225,1,545.67,1,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Marketplace
CUST01846,137,7,4758.75,2,5,4,04_Needs Nurturing,None,4,Tier 3,25-34,Instagram
CUST01847,50,2,1729.73,3,1,2,08_Unclassified,None,0,Tier 3,35-44,Referral
CUST01848,51,6,5463.58,3,4,5,02_Loyal & Engaged,None,1,Tier 3,45+,Referral
CUST01849,37,2,755.23,4,1,1,08_Unclassified,None,0,Tier 2,25-34,Google Search
CUST01850,49,4,2045.6,3,3,2,04_Needs Nurturing,Silver,0,Tier 2,18-24,Marketplace
CUST01851,416,1,289.22,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,25-34,Marketplace
CUST01852,109,1,572.93,3,1,1,08_Unclassified,Silver,1,Tier 1,25-34,Marketplace
CUST01853,214,6,3611.41,1,4,4,08_Unclassified,Silver,3,Tier 2,35-44,Organic
CUST01854,211,2,1301.87,1,1,2,06_At-Risk (Dormant),None,0,Tier 2,25-34,Influencer
CUST01855,36,5,4629.85,4,4,4,02_Loyal & Engaged,None,3,Tier 2,45+,Organic
CUST01856,272,3,1379.79,1,2,2,05_At-Risk (High Concern),Platinum,3,Tier 1,18-24,Marketplace
CUST01857,135,9,5573.32,2,5,5,04_Needs Nurturing,None,5,Tier 3,25-34,Influencer
CUST01858,27,3,1371.99,4,2,2,03_Promising,None,1,Tier 1,18-24,Referral
CUST01859,43,5,3473.82,3,4,4,04_Needs Nurturing,Platinum,0,Tier 3,18-24,Referral
CUST01860,38,3,1262.77,4,2,2,03_Promising,None,2,Tier 1,35-44,Marketplace
CUST01861,23,4,3165.46,4,3,4,03_Promising,None,0,Tier 3,25-34,Influencer
CUST01862,17,4,4513.64,5,3,4,02_Loyal & Engaged,Silver,0,Tier 1,25-34,Marketplace
CUST01863,249,1,530.13,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Referral
CUST01864,10,3,1705.88,5,2,2,03_Promising,None,0,Tier 1,25-34,Google Search
CUST01865,121,3,1867.7600000000002,2,2,2,05_At-Risk (High Concern),None,2,Tier 3,45+,Marketplace
CUST01866,131,1,510.52,2,1,1,05_At-Risk (High Concern),None,1,Tier 1,25-34,Instagram
CUST01867,47,2,993.32,3,1,1,08_Unclassified,None,0,Tier 3,25-34,Influencer
CUST01868,141,3,26057.29,2,2,5,06_At-Risk (Dormant),None,0,Tier 3,25-34,Instagram
CUST01869,44,9,5857.74,3,5,5,02_Loyal & Engaged,Silver,1,Tier 1,18-24,Marketplace
CUST01870,12,5,4533.36,5,4,4,02_Loyal & Engaged,None,2,Tier 1,25-34,Instagram
CUST01871,161,1,1448.69,2,1,2,05_At-Risk (High Concern),None,1,Tier 2,35-44,Instagram
CUST01872,37,8,5314.91,4,5,5,02_Loyal & Engaged,None,2,Tier 1,25-34,Instagram
CUST01873,18,7,3448.67,5,5,4,03_Promising,None,0,Tier 1,25-34,Marketplace
CUST01874,49,2,1371.8600000000001,3,1,2,08_Unclassified,None,0,Tier 3,25-34,Instagram
CUST01875,135,7,3162.7799999999997,2,5,4,04_Needs Nurturing,None,2,Tier 3,18-24,Instagram
CUST01876,204,5,4129.84,1,4,4,08_Unclassified,None,0,Tier 2,25-34,Marketplace
CUST01877,29,5,4183.82,4,4,4,02_Loyal & Engaged,None,2,Tier 2,35-44,Marketplace
CUST01878,83,1,314.15,3,1,1,08_Unclassified,None,0,Tier 1,25-34,Instagram
CUST01879,85,1,709.74,3,1,1,08_Unclassified,Gold,1,Tier 2,45+,Marketplace
CUST01880,292,4,1569.8400000000001,1,3,2,05_At-Risk (High Concern),None,1,Tier 3,25-34,Instagram
CUST01881,49,6,3481.1,3,4,4,02_Loyal & Engaged,Platinum,4,Tier 3,35-44,Marketplace
CUST01882,280,2,965.8,1,1,1,06_At-Risk (Dormant),Gold,0,Tier 1,25-34,Organic
CUST01883,8,6,3559.8500000000004,5,4,4,02_Loyal & Engaged,None,1,Tier 3,25-34,Instagram
CUST01884,295,3,2372.63,1,2,3,05_At-Risk (High Concern),None,1,Tier 3,18-24,Google Search
CUST01885,54,6,3648.76,3,4,4,02_Loyal & Engaged,Silver,1,Tier 1,35-44,Organic
CUST01886,139,2,948.26,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,35-44,Influencer
CUST01887,187,6,3354.62,2,4,4,04_Needs Nurturing,None,1,Tier 1,25-34,Instagram
CUST01888,37,7,3619.24,4,5,4,01_Champions,Gold,1,Tier 2,35-44,Marketplace
CUST01889,27,3,2445.84,4,2,3,03_Promising,Silver,0,Tier 2,45+,Marketplace
CUST01890,287,1,416.76,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Organic
CUST01891,278,2,3614.49,1,1,4,05_At-Risk (High Concern),None,2,Tier 2,25-34,Instagram
CUST01892,10,2,923.6999999999999,5,1,1,08_Unclassified,Gold,0,Tier 2,35-44,Referral
CUST01893,3,5,3337.38,5,4,4,02_Loyal & Engaged,None,2,Tier 1,25-34,Referral
CUST01894,256,4,3166.55,1,3,4,08_Unclassified,Silver,0,Tier 1,25-34,Organic
CUST01895,390,1,1344.42,1,1,2,06_At-Risk (Dormant),Silver,0,Tier 2,25-34,Influencer
CUST01896,12,2,849.76,5,1,1,08_Unclassified,None,0,Tier 3,18-24,Referral
CUST01897,41,7,5033.2699999999995,4,5,5,02_Loyal & Engaged,None,1,Tier 2,18-24,Google Search
CUST01898,279,1,829.18,1,1,1,06_At-Risk (Dormant),None,0,Tier 2,35-44,Google Search
CUST01899,114,2,1576.16,2,1,2,05_At-Risk (High Concern),None,1,Tier 2,18-24,Google Search
CUST01900,25,10,6738.13,4,5,5,02_Loyal & Engaged,None,1,Tier 1,25-34,Organic
CUST01901,224,3,2344.37,1,2,3,06_At-Risk (Dormant),Silver,0,Tier 1,25-34,Referral
CUST01902,26,3,1130.94,4,2,1,03_Promising,Silver,0,Tier 2,45+,Google Search
CUST01903,29,9,5606.46,4,5,5,02_Loyal & Engaged,None,4,Tier 3,35-44,Marketplace
CUST01904,35,4,3741.26,4,3,4,02_Loyal & Engaged,Silver,3,Tier 2,45+,Google Search
CUST01905,51,4,2668.83,3,3,3,02_Loyal & Engaged,Gold,1,Tier 1,35-44,Instagram
CUST01906,25,2,975.0,4,1,1,08_Unclassified,None,0,Tier 1,18-24,Organic
CUST01907,5,6,3723.8199999999997,5,4,4,01_Champions,Silver,0,Tier 3,35-44,Organic
CUST01908,277,3,1025.52,1,2,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Google Search
CUST01909,4,2,1299.92,5,1,2,03_Promising,Silver,0,Tier 1,45+,Marketplace
CUST01910,191,5,2642.55,2,4,3,04_Needs Nurturing,Silver,0,Tier 3,18-24,Google Search
CUST01911,7,10,6891.04,5,5,5,01_Champions,Gold,2,Tier 3,45+,Instagram
CUST01912,11,5,2488.9700000000003,5,4,3,02_Loyal & Engaged,None,1,Tier 1,18-24,Referral
CUST01913,139,1,422.52,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,35-44,Google Search
CUST01914,50,7,6013.65,3,5,5,02_Loyal & Engaged,Platinum,2,Tier 2,35-44,Marketplace
CUST01915,334,4,3357.25,1,3,4,08_Unclassified,None,0,Tier 2,45+,Referral
CUST01916,25,3,1477.4,4,2,2,03_Promising,Silver,0,Tier 1,35-44,Organic
CUST01917,257,2,1593.3,1,1,2,06_At-Risk (Dormant),Silver,0,Tier 1,25-34,Referral
CUST01918,231,4,3621.08,1,3,4,08_Unclassified,None,0,Tier 1,35-44,Referral
CUST01919,28,2,1871.4899999999998,4,1,2,03_Promising,None,0,Tier 3,45+,Marketplace
CUST01920,276,4,2814.54,1,3,3,08_Unclassified,Silver,1,Tier 2,25-34,Influencer
CUST01921,136,4,2532.17,2,3,3,04_Needs Nurturing,None,1,Tier 1,25-34,Instagram
CUST01922,45,4,3374.0299999999997,3,3,4,02_Loyal & Engaged,Silver,0,Tier 1,45+,Organic
CUST01923,207,3,1359.38,1,2,2,06_At-Risk (Dormant),Gold,0,Tier 2,25-34,Google Search
CUST01924,24,2,703.29,4,1,1,08_Unclassified,Platinum,0,Tier 2,18-24,Marketplace
CUST01925,13,3,1610.02,5,2,2,03_Promising,None,0,Tier 3,18-24,Marketplace
CUST01926,191,1,449.37,2,1,1,06_At-Risk (Dormant),Silver,0,Tier 1,25-34,Referral
CUST01927,224,3,3362.8999999999996,1,2,4,06_At-Risk (Dormant),Platinum,0,Tier 3,25-34,Google Search
CUST01928,13,5,2986.37,5,4,3,02_Loyal & Engaged,Gold,1,Tier 1,25-34,Influencer
CUST01929,224,2,735.4100000000001,1,1,1,06_At-Risk (Dormant),Gold,0,Tier 3,18-24,Marketplace
CUST01930,31,3,1579.7,4,2,2,03_Promising,None,0,Tier 1,45+,Instagram
CUST01931,31,4,2261.88,4,3,3,03_Promising,None,0,Tier 1,18-24,Organic
CUST01932,42,2,2839.42,4,1,3,03_Promising,Platinum,0,Tier 1,25-34,Referral
CUST01933,100,6,3230.78,3,4,4,04_Needs Nurturing,None,0,Tier 1,35-44,Organic
CUST01934,39,2,1101.81,4,1,1,08_Unclassified,None,0,Tier 1,25-34,Referral
CUST01935,113,1,308.98,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Marketplace
CUST01936,60,2,1160.81,3,1,1,08_Unclassified,Silver,0,Tier 2,25-34,Organic
CUST01937,181,1,383.33,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Instagram
CUST01938,21,6,3592.5299999999997,4,4,4,02_Loyal & Engaged,None,2,Tier 1,35-44,Marketplace
CUST01939,7,5,3464.73,5,4,4,02_Loyal & Engaged,None,1,Tier 3,18-24,Google Search
CUST01940,3,9,7225.11,5,5,5,01_Champions,None,1,Tier 1,35-44,Google Search
CUST01941,39,10,6200.41,4,5,5,02_Loyal & Engaged,None,2,Tier 2,35-44,Instagram
CUST01942,310,1,523.56,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Marketplace
CUST01943,54,5,5229.27,3,4,5,02_Loyal & Engaged,Gold,1,Tier 1,25-34,Instagram
CUST01944,22,8,6521.58,4,5,5,02_Loyal & Engaged,None,2,Tier 1,45+,Referral
CUST01945,179,1,554.68,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,45+,Google Search
CUST01946,60,4,1904.3400000000001,3,3,2,04_Needs Nurturing,None,2,Tier 2,25-34,Referral
CUST01947,184,7,4832.0599999999995,2,5,5,04_Needs Nurturing,Silver,0,Tier 3,25-34,Google Search
CUST01948,231,2,1170.93,1,1,2,05_At-Risk (High Concern),None,1,Tier 2,18-24,Referral
CUST01949,197,8,9603.31,2,5,5,04_Needs Nurturing,Silver,1,Tier 2,25-34,Organic
CUST01950,197,3,1395.9099999999999,2,2,2,06_At-Risk (Dormant),None,0,Tier 2,18-24,Instagram
CUST01951,186,4,2559.6099999999997,2,3,3,04_Needs Nurturing,Silver,1,Tier 1,25-34,Google Search
CUST01952,374,2,922.6,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Google Search
CUST01953,237,1,886.28,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Referral
CUST01954,54,11,8402.98,3,5,5,02_Loyal & Engaged,None,3,Tier 1,45+,Google Search
CUST01955,9,10,4916.2699999999995,5,5,5,01_Champions,Gold,2,Tier 3,25-34,Marketplace
CUST01956,139,1,301.98,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,35-44,Marketplace
CUST01957,271,3,2989.2,1,2,3,05_At-Risk (High Concern),Gold,1,Tier 2,25-34,Marketplace
CUST01958,174,7,3390.38,2,5,4,04_Needs Nurturing,Silver,4,Tier 3,25-34,Influencer
CUST01959,21,3,2332.59,4,2,3,03_Promising,None,0,Tier 3,25-34,Instagram
CUST01960,12,3,2058.57,5,2,2,03_Promising,None,0,Tier 3,25-34,Google Search
CUST01961,140,4,3056.04,2,3,3,04_Needs Nurturing,None,2,Tier 3,25-34,Marketplace
CUST01962,203,8,5467.6900000000005,1,5,5,08_Unclassified,None,2,Tier 1,25-34,Marketplace
CUST01963,174,1,827.54,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Referral
CUST01964,13,2,1288.24,5,1,2,03_Promising,Silver,0,Tier 1,25-34,Organic
CUST01965,257,2,1060.55,1,1,1,05_At-Risk (High Concern),None,1,Tier 3,35-44,Marketplace
CUST01966,110,6,5099.78,2,4,5,04_Needs Nurturing,None,1,Tier 1,25-34,Marketplace
CUST01967,89,4,1574.64,3,3,2,04_Needs Nurturing,None,2,Tier 3,25-34,Marketplace
CUST01968,120,1,1323.58,2,1,2,05_At-Risk (High Concern),Platinum,1,Tier 1,18-24,Marketplace
CUST01969,25,3,2165.71,4,2,3,03_Promising,None,1,Tier 1,35-44,Google Search
CUST01970,49,4,2507.45,3,3,3,02_Loyal & Engaged,Gold,0,Tier 1,45+,Organic
CUST01971,23,3,2955.46,4,2,3,03_Promising,None,1,Tier 3,25-34,Marketplace
CUST01972,20,12,7166.04,4,5,5,02_Loyal & Engaged,None,2,Tier 1,45+,Referral
CUST01973,14,4,3552.32,5,3,4,03_Promising,None,0,Tier 2,25-34,Google Search
CUST01974,10,8,4336.05,5,5,4,01_Champions,Silver,2,Tier 2,25-34,Referral
CUST01975,39,6,3940.8999999999996,4,4,4,02_Loyal & Engaged,None,1,Tier 2,45+,Instagram
CUST01976,37,7,6343.9,4,5,5,02_Loyal & Engaged,None,3,Tier 3,18-24,Instagram
CUST01977,37,4,3378.67,4,3,4,02_Loyal & Engaged,None,1,Tier 1,18-24,Influencer
CUST01978,217,7,6034.36,1,5,5,08_Unclassified,Platinum,2,Tier 2,25-34,Marketplace
CUST01979,21,2,1075.89,4,1,1,08_Unclassified,Silver,0,Tier 3,18-24,Marketplace
CUST01980,22,10,8871.41,4,5,5,02_Loyal & Engaged,None,1,Tier 2,25-34,Organic
CUST01981,20,6,6131.18,4,4,5,02_Loyal & Engaged,None,1,Tier 1,25-34,Organic
CUST01982,22,9,4892.66,4,5,5,01_Champions,Silver,2,Tier 1,18-24,Marketplace
CUST01983,6,5,1927.91,5,4,2,03_Promising,None,0,Tier 3,25-34,Instagram
CUST01984,48,9,5138.389999999999,3,5,5,02_Loyal & Engaged,None,2,Tier 1,25-34,Organic
CUST01985,32,2,2382.24,4,1,3,03_Promising,None,0,Tier 1,18-24,Marketplace
CUST01986,41,6,6117.86,4,4,5,01_Champions,Gold,3,Tier 3,35-44,Organic
CUST01987,188,1,299.78,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Influencer
CUST01988,3,4,14032.75,5,3,5,03_Promising,None,0,Tier 2,25-34,Referral
CUST01989,131,3,1255.63,2,2,2,06_At-Risk (Dormant),Silver,0,Tier 1,18-24,Google Search
CUST01990,120,4,3877.7699999999995,2,3,4,04_Needs Nurturing,Silver,0,Tier 2,18-24,Influencer
CUST01991,126,7,5405.02,2,5,5,04_Needs Nurturing,Silver,2,Tier 2,25-34,Organic
CUST01992,8,4,3269.68,5,3,4,03_Promising,None,0,Tier 2,25-34,Marketplace
CUST01993,3,7,3740.82,5,5,4,02_Loyal & Engaged,None,2,Tier 3,35-44,Instagram
CUST01994,27,7,5006.93,4,5,5,03_Promising,None,0,Tier 3,18-24,Google Search
CUST01995,205,5,2602.16,1,4,3,08_Unclassified,None,1,Tier 1,45+,Marketplace
CUST01996,14,4,3858.54,5,3,4,02_Loyal & Engaged,Gold,0,Tier 2,25-34,Google Search
CUST01997,51,5,3804.33,3,4,4,02_Loyal & Engaged,Silver,0,Tier 2,25-34,Marketplace
CUST01998,12,9,9097.95,5,5,5,01_Champions,Gold,2,Tier 3,25-34,Instagram
CUST01999,131,2,762.25,2,1,1,06_At-Risk (Dormant),Gold,0,Tier 3,18-24,Influencer
CUST02000,157,10,4734.83,2,5,4,04_Needs Nurturing,Gold,2,Tier 2,18-24,Google Search
CUST02001,49,4,4215.38,3,3,4,02_Loyal & Engaged,Silver,0,Tier 2,18-24,Influencer
CUST02002,18,7,6389.57,5,5,5,01_Champions,None,1,Tier 3,25-34,Marketplace
CUST02003,230,2,1381.48,1,1,2,06_At-Risk (Dormant),None,0,Tier 3,18-24,Google Search
CUST02004,37,2,1801.8700000000001,4,1,2,03_Promising,None,0,Tier 1,25-34,Instagram
CUST02005,3,6,3793.33,5,4,4,02_Loyal & Engaged,None,1,Tier 2,25-34,Referral
CUST02006,3,2,2717.7400000000002,5,1,3,03_Promising,None,0,Tier 1,25-34,Influencer
CUST02007,213,6,5058.75,1,4,5,08_Unclassified,Platinum,1,Tier 2,45+,Organic
CUST02008,289,4,4601.66,1,3,4,08_Unclassified,None,2,Tier 1,25-34,Influencer
CUST02009,13,6,4868.95,5,4,5,01_Champions,Gold,1,Tier 3,35-44,Google Search
CUST02010,25,5,6149.849999999999,4,4,5,03_Promising,None,0,Tier 1,45+,Referral
CUST02011,191,4,4620.1,2,3,4,04_Needs Nurturing,None,0,Tier 1,35-44,Google Search
CUST02012,19,2,753.46,4,1,1,08_Unclassified,Silver,1,Tier 1,18-24,Google Search
CUST02013,52,2,1418.68,3,1,2,08_Unclassified,Silver,0,Tier 3,25-34,Marketplace
CUST02014,1,4,1934.85,5,3,2,03_Promising,None,0,Tier 3,18-24,Google Search
CUST02015,273,4,5003.34,1,3,5,08_Unclassified,None,0,Tier 2,25-34,Google Search
CUST02016,32,2,882.6200000000001,4,1,1,08_Unclassified,None,0,Tier 3,25-34,Instagram
CUST02017,138,2,1871.94,2,1,2,06_At-Risk (Dormant),Gold,0,Tier 1,35-44,Instagram
CUST02018,107,1,873.21,3,1,1,08_Unclassified,None,1,Tier 1,18-24,Google Search
CUST02019,26,10,5948.59,4,5,5,02_Loyal & Engaged,None,2,Tier 1,18-24,Marketplace
CUST02020,91,3,2876.52,3,2,3,04_Needs Nurturing,None,0,Tier 2,35-44,Marketplace
CUST02021,60,5,4697.28,3,4,4,02_Loyal & Engaged,Gold,1,Tier 1,25-34,Google Search
CUST02022,31,4,1860.8,4,3,2,03_Promising,None,1,Tier 1,25-34,Instagram
CUST02023,105,1,888.97,3,1,1,08_Unclassified,None,0,Tier 1,45+,Influencer
CUST02024,21,11,6485.26,4,5,5,01_Champions,Silver,0,Tier 1,25-34,Referral
CUST02025,52,6,5175.9,3,4,5,04_Needs Nurturing,None,0,Tier 2,25-34,Influencer
CUST02026,37,6,5043.0,4,4,5,03_Promising,None,0,Tier 2,35-44,Referral
CUST02027,56,4,3475.88,3,3,4,04_Needs Nurturing,None,0,Tier 2,18-24,Referral
CUST02028,188,2,1517.08,2,1,2,06_At-Risk (Dormant),Gold,0,Tier 1,25-34,Marketplace
CUST02029,23,5,2791.39,4,4,3,02_Loyal & Engaged,Silver,1,Tier 1,25-34,Referral
CUST02030,16,7,4841.91,5,5,5,01_Champions,Gold,0,Tier 1,35-44,Google Search
CUST02031,228,2,734.56,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Organic
CUST02032,403,2,1046.18,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,35-44,Google Search
CUST02033,59,5,3320.35,3,4,4,02_Loyal & Engaged,Gold,0,Tier 1,18-24,Marketplace
CUST02034,46,2,897.86,3,1,1,08_Unclassified,None,0,Tier 1,18-24,Instagram
CUST02035,154,3,2201.39,2,2,3,05_At-Risk (High Concern),Gold,1,Tier 2,18-24,Google Search
CUST02036,22,9,5895.1,4,5,5,03_Promising,None,0,Tier 3,35-44,Marketplace
CUST02037,62,2,1131.94,3,1,1,08_Unclassified,Gold,2,Tier 1,25-34,Instagram
CUST02038,323,3,1941.74,1,2,2,05_At-Risk (High Concern),Platinum,1,Tier 2,25-34,Organic
CUST02039,221,3,1806.76,1,2,2,05_At-Risk (High Concern),None,1,Tier 3,35-44,Instagram
CUST02040,21,2,1156.0,4,1,1,08_Unclassified,None,0,Tier 1,35-44,Marketplace
CUST02041,9,7,8711.11,5,5,5,01_Champions,Silver,2,Tier 1,25-34,Google Search
CUST02042,47,5,2765.54,3,4,3,02_Loyal & Engaged,None,1,Tier 2,45+,Marketplace
CUST02043,35,3,2232.97,4,2,3,03_Promising,None,0,Tier 2,18-24,Instagram
CUST02044,52,8,6994.62,3,5,5,02_Loyal & Engaged,None,1,Tier 2,25-34,Organic
CUST02045,153,1,626.4,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Influencer
CUST02046,343,6,4967.95,1,4,5,08_Unclassified,Platinum,2,Tier 3,18-24,Organic
CUST02047,39,9,9285.85,4,5,5,03_Promising,None,0,Tier 2,45+,Referral
CUST02048,248,1,683.23,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,45+,Instagram
CUST02049,60,7,4082.93,3,5,4,02_Loyal & Engaged,Silver,1,Tier 2,18-24,Google Search
CUST02050,7,4,2054.58,5,3,2,03_Promising,None,1,Tier 2,25-34,Organic
CUST02051,146,3,2953.97,2,2,3,05_At-Risk (High Concern),Gold,1,Tier 2,35-44,Instagram
CUST02052,46,5,6095.51,3,4,5,02_Loyal & Engaged,Silver,0,Tier 3,35-44,Influencer
CUST02053,30,5,4282.21,4,4,4,03_Promising,None,0,Tier 3,45+,Marketplace
CUST02054,7,9,8418.66,5,5,5,01_Champions,None,1,Tier 3,25-34,Referral
CUST02055,40,7,3803.29,4,5,4,03_Promising,None,0,Tier 1,18-24,Organic
CUST02056,256,2,1281.97,1,1,2,06_At-Risk (Dormant),Gold,0,Tier 2,18-24,Marketplace
CUST02057,17,3,3230.33,5,2,4,03_Promising,None,0,Tier 1,25-34,Marketplace
CUST02058,9,2,1439.28,5,1,2,03_Promising,None,0,Tier 2,45+,Google Search
CUST02059,50,4,3349.0699999999997,3,3,4,02_Loyal & Engaged,None,1,Tier 2,18-24,Referral
CUST02060,84,2,1331.01,3,1,2,08_Unclassified,None,2,Tier 1,45+,Google Search
CUST02061,8,6,3818.2200000000003,5,4,4,02_Loyal & Engaged,Platinum,2,Tier 3,25-34,Marketplace
CUST02062,222,4,3844.48,1,3,4,08_Unclassified,Silver,0,Tier 3,25-34,Instagram
CUST02063,27,5,2514.81,4,4,3,02_Loyal & Engaged,None,1,Tier 2,18-24,Referral
CUST02064,130,3,2866.45,2,2,3,05_At-Risk (High Concern),None,1,Tier 1,35-44,Google Search
CUST02065,233,5,3492.37,1,4,4,08_Unclassified,None,1,Tier 1,45+,Referral
CUST02066,1,2,1165.54,5,1,2,03_Promising,None,1,Tier 1,35-44,Instagram
CUST02067,48,8,9090.87,3,5,5,02_Loyal & Engaged,Gold,3,Tier 2,18-24,Marketplace
CUST02068,13,3,2109.12,5,2,3,03_Promising,Gold,0,Tier 3,35-44,Organic
CUST02069,376,1,791.45,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Influencer
CUST02070,141,1,557.51,2,1,1,05_At-Risk (High Concern),None,1,Tier 3,25-34,Organic
CUST02071,47,4,2603.33,3,3,3,02_Loyal & Engaged,Gold,0,Tier 2,25-34,Organic
CUST02072,96,11,7176.07,3,5,5,02_Loyal & Engaged,None,1,Tier 1,18-24,Google Search
CUST02073,95,1,462.53,3,1,1,08_Unclassified,None,0,Tier 2,25-34,Influencer
CUST02074,4,3,2958.6099999999997,5,2,3,03_Promising,Silver,0,Tier 2,35-44,Instagram
CUST02075,332,5,2192.94,1,4,3,08_Unclassified,None,1,Tier 3,35-44,Google Search
CUST02076,274,4,3480.34,1,3,4,08_Unclassified,None,0,Tier 1,35-44,Instagram
CUST02077,139,5,2528.43,2,4,3,04_Needs Nurturing,Silver,0,Tier 1,25-34,Organic
CUST02078,9,10,5212.43,5,5,5,01_Champions,Gold,3,Tier 1,35-44,Marketplace
CUST02079,42,8,4833.47,4,5,5,02_Loyal & Engaged,None,3,Tier 2,45+,Marketplace
CUST02080,239,3,2768.41,1,2,3,05_At-Risk (High Concern),None,1,Tier 1,45+,Organic
CUST02081,227,9,5848.4400000000005,1,5,5,08_Unclassified,Gold,2,Tier 3,25-34,Referral
CUST02082,185,2,1444.5700000000002,2,1,2,06_At-Risk (Dormant),None,0,Tier 2,35-44,Google Search
CUST02083,20,4,2720.84,4,3,3,03_Promising,None,0,Tier 2,18-24,Influencer
CUST02084,226,1,481.85,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Organic
CUST02085,64,1,682.7,3,1,1,08_Unclassified,None,0,Tier 1,25-34,Marketplace
CUST02086,54,3,2881.01,3,2,3,04_Needs Nurturing,Silver,0,Tier 2,25-34,Organic
CUST02087,8,3,2067.91,5,2,2,03_Promising,Silver,0,Tier 2,25-34,Marketplace
CUST02088,102,3,1761.31,3,2,2,04_Needs Nurturing,None,1,Tier 1,18-24,Instagram
CUST02089,34,2,1281.3400000000001,4,1,2,03_Promising,None,0,Tier 3,18-24,Marketplace
CUST02090,141,2,852.76,2,1,1,05_At-Risk (High Concern),Silver,1,Tier 3,35-44,Instagram
CUST02091,51,2,1230.8,3,1,2,08_Unclassified,None,0,Tier 1,18-24,Referral
CUST02092,235,3,2595.52,1,2,3,05_At-Risk (High Concern),Gold,1,Tier 2,25-34,Marketplace
CUST02093,8,3,1638.06,5,2,2,03_Promising,Gold,0,Tier 2,25-34,Marketplace
CUST02094,157,2,1171.49,2,1,2,06_At-Risk (Dormant),Gold,0,Tier 2,25-34,Organic
CUST02095,16,3,2140.15,5,2,3,03_Promising,Silver,1,Tier 3,25-34,Google Search
CUST02096,66,3,2926.04,3,2,3,04_Needs Nurturing,None,0,Tier 1,25-34,Influencer
CUST02097,30,5,2858.66,4,4,3,02_Loyal & Engaged,Silver,1,Tier 3,35-44,Influencer
CUST02098,284,1,558.72,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,35-44,Marketplace
